bend_hex	bend_int	lend_hex	lend_int	type	property
EC289D1E	 513616108	EC289D1E	 513616108	=    	0x40000000
255041C8	3359723557	255041C8	3359723557	bool 	bAddSphere
1654D87F	2144883734	1654D87F	2144883734	float	fBlendHeightMax__uiUNorm
A2909CB1	2979827874	A2909CB1	2979827874	float	fYAxisDepth
A68E6575	1969589926	A68E6575	1969589926	sampler	SSBorderLinear
C7EB95AD	2912283591	C7EB95AD	2912283591	float4	fSkyBackgroundCloudHighlightColors
0D5CCC8D	2378980365	0D5CCC8D	2378980365	texture	tSSAO
FFD67E17	 394188543	FFD67E17	 394188543	float	fIceColorBlend__uiUNorm
CEB6AA35	 900380366	CEB6AA35	 900380366	texture	tSnowDetailNormalBlendMap__disclosure
46E84206	 105048134	46E84206	 105048134	texture	gParticleData
C447C5F0	4039460804	C447C5F0	4039460804	uint 	fDepthColorBlendMode
0936BAF9	4189730313	0936BAF9	4189730313	texture	MultColorAlphaSrc
8A67F091	2448451466	8A67F091	2448451466	float	fMaskWave
5F7C7F6C	1820294239	5F7C7F6C	1820294239	texture	tColorSrc
644509B0	2953397604	644509B0	2953397604	texture	tMaskMap__disclosure
5CA58651	1367778652	5CA58651	1367778652	float	fHdrIntensityRangeInv
74085749	1230440564	74085749	1230440564	float4	fAddColorB__uiColor
387CCBA4	2764799032	387CCBA4	2764799032	float	fSkyStarThreshold
29C86480	2154088489	29C86480	2154088489	float4	fMayuColor__uiColor
B3E3A2F4	4104315827	B3E3A2F4	4104315827	float4	fMummyColor__uiColor
BD599333	 865294781	BD599333	 865294781	float	cosAngle
5319267F	2133203283	5319267F	2133203283	float3	pos
AB763521	 557151915	AB763521	 557151915	float2	fGeomTileSize
8016D0ED	3989837440	8016D0ED	3989837440	=    	0x00000001
45507079	2037403717	45507079	2037403717	cbuffer	CBMhMaterialBurnLocal__disclosure
4A6395A6	2794808138	4A6395A6	2794808138	float4	fAddColorC__uiColor
6FEE6C4E	1315761775	6FEE6C4E	1315761775	sampler	SSFx__disclosure
933B07D7	3607575443	933B07D7	3607575443	float	fNoiseWaveAmplitude
F145A41E	 514082289	F145A41E	 514082289	float4	position_boundingRadius//
B2405D7E	2120040626	B2405D7E	2120040626	uint 	iTotalTime
4CF7F12A	 720500556	4CF7F12A	 720500556	cbuffer	CBSystemColor
526E1D51	1360883282	526E1D51	1360883282	float	fRimOpacityPow
DD9E068A	2315689693	DD9E068A	2315689693	float	fWaterIntensityAlpha
B7BF25E1	3777347511	B7BF25E1	3777347511	float	fScatteringCoeff
E72D7AC7	3346673127	E72D7AC7	3346673127	float	fFilmIORB__uiUNorm
D9621ACC	3424281305	D9621ACC	3424281305	float	fDOFFar
D2AA1E70	1881058002	D2AA1E70	1881058002	float3	fMiePhaseK
221C4447	1195645986	221C4447	1195645986	float	fDetailfNormalFactor__uiUNorm//
0E45F4C1	3254011150	0E45F4C1	3254011150	float	fDirRandomize
376BFA1B	 469396279	376BFA1B	 469396279	texture	tSnowRMTBlendMap__disclosure
EABC78BC	3162029290	EABC78BC	3162029290	UAV  	rwTileS_Single_nc__uavcounter
2C9F074E	1309122348	2C9F074E	1309122348	float	fBloomThreshold
853ABAF7	4156177029	853ABAF7	4156177029	UAV  	rwTileMulti_nc__uavcounter
A48838ED	3979905188	A48838ED	3979905188	cbuffer	CBMhMaterialVfxWaveLocal__disclosure
89077207	 124913545	89077207	 124913545	float	fSlantRange
F5F997D2	3533175285	F5F997D2	3533175285	float2	fAerosolEccentricity
C3B6C6F4	4106663619	C3B6C6F4	4106663619	UAV  	outputCubeMip6
E332DA5C	1557803747	E332DA5C	1557803747	texture	tSkyMap
7F661DA2	2719835775	7F661DA2	2719835775	cbuffer	CBColorCorrectCube
10017739	 964100368	10017739	 964100368	float	fVignettingPow
B57EA90D	 229211829	B57EA90D	 229211829	texture	tSkyBlendCloudMap0
A48843E9	3913517220	A48843E9	3913517220	texture	gSpeedTreeVertexBuffer
B420032F	 788734132	B420032F	 788734132	texture	tSnowField10
9DA07C7D	2105319581	9DA07C7D	2105319581	texture	tSpotProjection
ADE46E28	 678356141	ADE46E28	 678356141	texture	tSnowField14
517F447F	2135195473	517F447F	2135195473	float	fToneAlpha__uiUNorm
DC1BEAC2	3270122460	DC1BEAC2	3270122460	float3	fBlendOp
FFCB559C	2622868479	FFCB559C	2622868479	texture	tSkyBlendCloudsTopMap0
BCF4A436	 916780220	BCF4A436	 916780220	float	fBloomRenormalize
A43E720A	 175259300	A43E720A	 175259300	float3	fCoating_D__uiColor
595EE71A	 451370585	595EE71A	 451370585	uint 	iMaxWidth
11237031	 829432593	11237031	 829432593	float3	BokehFarColor
9AB4A72C	 749188250	9AB4A72C	 749188250	float4	fDetailTile
F40FF9FE	4277735412	F40FF9FE	4277735412	cbuffer	CBMhMaterialFurnitureLocal__disclosure
125284AE	2927907346	125284AE	2927907346	texture	PreSnowFieldDepth
8BDD8060	1619058059	8BDD8060	1619058059	float	fCameraTargetDist
511E025E	1577197137	511E025E	1577197137	texture	fastCopySource
D1F404A1	2701456593	D1F404A1	2701456593	float	fBlendSubSurfaceBlend__uiUNorm//
7C7A8A67	1737128572	7C7A8A67	1737128572	cbuffer	CBLightShaft
495CF5EB	3958725705	495CF5EB	3958725705	float4	fWaterCustomUVTransformA
9C87C897	2546501532	9C87C897	2546501532	texture	tDitherMap
8B3C8538	 948255883	8B3C8538	 948255883	sampler	SSVRPoint
3BAEA298	2560798267	3BAEA298	2560798267	cbuffer	CBGlobalIllumination
901AC352	1388518032	901AC352	1388518032	cbuffer	CBGodRaysConfiguration
376DE8F8	4175981879	376DE8F8	4175981879	uint2	iWaterAddress
425B9E35	 899570498	425B9E35	 899570498	bool 	isUseOcclusionFactorFromTexture//
0B9C7242	1114807307	0B9C7242	1114807307	texture	gLightBitArraySRV
9DA8227B	2065868957	9DA8227B	2065868957	bool 	bWetNormalBlend
ED35BC2D	 767309293	ED35BC2D	 767309293	float	gForceWindScale
8EC162B9	3110257038	8EC162B9	3110257038	uint4	iDepthRegion
43DF0CBE	3188514627	43DF0CBE	3188514627	struct	Spotlight
DEB6B762	1656207070	DEB6B762	1656207070	uint 	fRadialBlurSampleCount
9CF4561A	 441906332	9CF4561A	 441906332	float3	probesGridInvCellSize
55732AF2	4062868309	55732AF2	4062868309	texture	tSplashMap__disclosure
1153A8E7	3886568209	1153A8E7	3886568209	float3	fIceLocalVPushDir__uiDirection//
07949498	2559874055	07949498	2559874055	float	fFXAAQualitySubpix
33166488	2288260659	33166488	2288260659	bool 	bPaintEmit
3A124DCA	3394048570	3A124DCA	3394048570	texture	srcFurVelocityGBuffer
59513EA3	2738770265	59513EA3	2738770265	uint 	uLightChannelMask
2F08133B	 991103023	2F08133B	 991103023	float4	fFlagUvEditB
7148E3CD	3454224497	7148E3CD	3454224497	struct	Constant
A27B244F	1327791010	A27B244F	1327791010	float	fBlendRoughnessFillValue__uiUNorm//
3BD1A2EF	4020425019	3BD1A2EF	4020425019	UAV  	tOutputCubeIRM
84A500DF	3741361540	84A500DF	3741361540	float3	fGUISpecularColor
1DE13102	  36823325	1DE13102	  36823325	float	fLUTBlend
5B5CCDC6	3335347291	5B5CCDC6	3335347291	float4	fOutsideSHCoef
C0249D05	  94184640	C0249D05	  94184640	texture	tSSSSSMap
3DCC5890	2421738557	3DCC5890	2421738557	cbuffer	CBWaterPick
8B78E711	 300382347	8B78E711	 300382347	uint 	customUInt
50511A1D	 488264016	50511A1D	 488264016	texture	tSnowFieldVolumeBlendDepthMap
CC88B97C	2092533964	CC88B97C	2092533964	=    	0x3dcccccd
A49578BD	3178796452	A49578BD	3178796452	float	bias
8D07AF8C	2360280973	8D07AF8C	2360280973	float	fEmitBlend__uiUNorm
90F91272	1913846160	90F91272	1913846160	texture	tWaterNormalA
30C2B0D8	3635462704	30C2B0D8	3635462704	float4	fDetailBlend__uiUNorm
3ED1942F	 798282046	3ED1942F	 798282046	float2	fUVOffsetSpeedFactor
6026D2B2	3000116832	6026D2B2	3000116832	texture	tNormalMap
527C6A01	  23755858	527C6A01	  23755858	texture	tGBufferDepthMap
6E534213	 323113838	6E534213	 323113838	float	fAlbedoBlendPow
257E2A61	1630174757	257E2A61	1630174757	bool 	isUseScaleOcclusion
132ECFFB	4224658963	132ECFFB	4224658963	texture	inputBuffer
86587C1D	 494688390	86587C1D	 494688390	cbuffer	CBStarrySky
66860465	1694795366	66860465	1694795366	texture	tGBuffer4
9CF4293C	1009382556	9CF4293C	1009382556	float	fBlendMetalic__uiUNorm
0A60B816	 381181962	0A60B816	 381181962	cbuffer	CBMhMaterialEM100Local__disclosure
474D83AA	2860731719	474D83AA	2860731719	uint 	fLightShaftMisc
7075D320	 550729072	7075D320	 550729072	float2	BokehBaseImageMaxFetchPosInv//
D649BC28	 683428310	D649BC28	 683428310	float4	fSpeedTreeSystemParam
344B5D8D	2371701556	344B5D8D	2371701556	float	fInvNumSamples
37858510	 277185847	37858510	 277185847	float	cWorldScaleY
58BB6D0F	 258849624	58BB6D0F	 258849624	float	fInvDepthFade
ABE1CCD6	3603751339	ABE1CCD6	3603751339	bool 	fAlphaEdge
67BDD50A	 181779815	67BDD50A	 181779815	cbuffer	CBVRVolumeParams
F6085191	2438007030	F6085191	2438007030	UAV  	rwTargetStats
511F7B5D	1568350033	511F7B5D	1568350033	float	depth_adjuist_factor
8491C531	 835031428	8491C531	 835031428	sampler	SSCubeToIRM
31734C58	1481405233	31734C58	1481405233	float4	fDetailA_Color__uiColor
24156BC6	3328906532	24156BC6	3328906532	cbuffer	CBMhMaterialLandscapeFlowLocal__disclosure
1B6DF43D	1039428891	1B6DF43D	1039428891	float3	fKinkControl
7FC6D744	1154991743	7FC6D744	1154991743	texture	lightProbesNeighborIndices
1770C349	1237544983	1770C349	1237544983	texture	tWaterCustomFlowMap
9193E707	 132617105	9193E707	 132617105	float	fRadius
05E302DA	3657622277	05E302DA	3657622277	uint 	iParticleMaxNum
5D3CAF0A	 179256413	5D3CAF0A	 179256413	float3	fVpivot
0FAC2755	1428663311	0FAC2755	1428663311	float4	fConditions2TargetParam
1C3A1311	 286472732	1C3A1311	 286472732	texture	gParticleUnusedIndices
E2782F86	2251258082	E2782F86	2251258082	texture	tSystemSnowHeightMap
D3F0274C	1277685971	D3F0274C	1277685971	sampler	SSVRWrapPoint
E323DDE4	3839697891	E323DDE4	3839697891	cbuffer	CBMhMaterialVfxDispWaveLocal__disclosure
0659A9AC	2896779526	0659A9AC	2896779526	UAV  	gOutputVertexBuffer
0A89DB4A	1255901450	0A89DB4A	1255901450	float2	fPaintMapRC
B0F87D1B	 461240496	B0F87D1B	 461240496	cbuffer	CBMhMaterialOZK001Local__disclosure
25DDDA95	2514148645	25DDDA95	2514148645	uint 	iVBStride
BAA65E4B	1264494266	BAA65E4B	1264494266	cbuffer	CBMaterialDebug
45FBE235	 904067909	45FBE235	 904067909	float2	fSDSubdiv
9E614C2F	 793534878	9E614C2F	 793534878	float	fEliminateDepth
6785F367	1744012647	6785F367	1744012647	texture	tEmissiveMapR
53DD6130	 811720019	53DD6130	 811720019	float4	fWindBranch
4987E57C	2095417161	4987E57C	2095417161	UAV  	gIndirectArgsUAV
F320EF5E	1592729843	F320EF5E	1592729843	texture	tGUIEdgeMap
F11CA20D	 228728049	F11CA20D	 228728049	UAV  	gOutputUAV
B4A0129F	2668798132	B4A0129F	2668798132	float	fGIFactor
761695DE	3734312566	761695DE	3734312566	float2	fViewSize
525A4DC0	3226294866	525A4DC0	3226294866	texture	inputBufferSH3R
95591AA2	2719635861	95591AA2	2719635861	float4	fFlagUvEditA
83B0326D	1832038531	83B0326D	1832038531	=    	0x3d4ccccd
376186DA	3666239799	376186DA	3666239799	texture	tPaintKzMap__disclosure
6D3984DD	3716430189	6D3984DD	3716430189	float	fNearOpacityDistance
94883B3E	1044088980	94883B3E	1044088980	float	fGIFactorShadow
D3BD9B07	 127647187	D3BD9B07	 127647187	float4	ppdlVectorLengthSqInv
9C4CEEEF	4025371804	9C4CEEEF	4025371804	texture	gTileLightCountSRV
6EFA8A99	2576022126	6EFA8A99	2576022126	cbuffer	CBMhMaterialSpeedTreeStdIceLocal__disclosure
0BD7D225	 634574603	0BD7D225	 634574603	float	fDaytimeInterpolation
593E07F2	4060560985	593E07F2	4060560985	cbuffer	CBMhMaterialLandscapeLocal__disclosure
1061BA58	1488609552	1061BA58	1488609552	texture	tContactShadowDepthMap
D84C7B2D	 763055320	D84C7B2D	 763055320	=    	0x476a6000
379373DA	3665007415	379373DA	3665007415	float	fAddNormalMaskC__uiUNorm
55BDC3D2	3536043349	55BDC3D2	3536043349	float4	fSkyBlendMiddleCloudShadowColors
3A3EE7EF	4024909370	3A3EE7EF	4024909370	texture	tNormalBlendMapB__disclosure
40D82789	2301089856	40D82789	2301089856	float	fSpecular__uiUNorm
1071DE8A	2329833744	1071DE8A	2329833744	UAV  	gPlantOnSurfaceMatrixBuffer
0763F89A	2599969543	0763F89A	2599969543	cbuffer	CBGaussian
2AD3E76E	1860686634	2AD3E76E	1860686634	texture	tPickHeightMap
44DAD453	1406458436	44DAD453	1406458436	float	gActiveOcclusionAreaSizeInv
CA039C86	2258371530	CA039C86	2258371530	float4	fGUIFadeColor
0240FD92	2466070530	0240FD92	2466070530	UAV  	gToneMappingHistogramUAV
82DF1675	1964433282	82DF1675	1964433282	float	fInvDepthMax
A1933EAE	2923336609	A1933EAE	2923336609	UAV  	tGlobalCubeOnly
B855F277	2012370360	B855F277	2012370360	cbuffer	CBMhMaterialSimpleLocal__disclosure
1C07F686	2264270620	1C07F686	2264270620	cbuffer	CBMhMaterialEM125Local__disclosure
F5AAEEF2	4075727605	F5AAEEF2	4075727605	float2	fWindParam
D0524AC2	3259650768	D0524AC2	3259650768	cbuffer	CBMhMaterialEM080_01Local__disclosure
5DB77A6B	1803204445	5DB77A6B	1803204445	UAV  	RwTileMaxH
F5E518C0	3222857205	F5E518C0	3222857205	cbuffer	CBPrimitiveMetaDataOcclusion
AD9938BE	3191380397	AD9938BE	3191380397	UAV  	rwPrevGBufferID
08CFF62D	 771149576	08CFF62D	 771149576	texture	tSkyStarrySkyMap
03E605FF	4278576643	03E605FF	4278576643	float	fVolumeBlend__uiSNorm
4305FA39	 972686659	4305FA39	 972686659	texture	tWaterCubemap0
22728DE9	3918361122	22728DE9	3918361122	sampler	SSVolumeBlendDepth
24E57C4C	1283253540	24E57C4C	1283253540	cbuffer	CBMhSky2SimpleGBuffer
BFF68B51	1368127167	BFF68B51	1368127167	float4	fPrimParam6
5D0B5C89	2304510813	5D0B5C89	2304510813	float	fFlowSpeed
A36EF892	2465754787	A36EF892	2465754787	uint2	froxelDim
BB706BE3	3815469243	BB706BE3	3815469243	float	fDebugViewBgAlpha
81570CF4	4094449537	81570CF4	4094449537	uint 	iLoopCount
3FECC046	1187048511	3FECC046	1187048511	=    	0x461c4000
A7096902	  40438183	A7096902	  40438183	UAV  	rwRecomputeMap
96856767	1734837654	96856767	1734837654	cbuffer	CBErrorUnit
640EEEFB	4226682468	640EEEFB	4226682468	float2	fHermiteParamR
2E30291E	 506015790	2E30291E	 506015790	uint 	fSkyMode
1DE16AE6	3865764125	1DE16AE6	3865764125	UAV  	rwColorPick
805EC15D	1572953728	805EC15D	1572953728	float	fDOFRadiusScale
4E181268	1746016334	4E181268	1746016334	UAV  	rwTileIS_Single_nc__uavcounter
22E2DBC8	3369853474	22E2DBC8	3369853474	uint 	iGpuStateFlags
101C5AC4	3294239760	101C5AC4	3294239760	float	fWeights
EDB962C1	3244472813	EDB962C1	3244472813	float2	fLocalBranchDistance
A5D897CA	3398949029	A5D897CA	3398949029	sampler	SSNormalHeightMap__disclosure
031162D6	3596751107	031162D6	3596751107	texture	tSkyTempSunAlphaMap
1CF55BD7	3613127964	1CF55BD7	3613127964	cbuffer	CBSnowField2Material
A53C5004	  72367269	A53C5004	  72367269	uint 	iUserConstant
D6C3BF73	1941947350	D6C3BF73	1941947350	uint 	iWindAttr
814D69ED	3983101313	814D69ED	3983101313	texture	tPaintPbMap__disclosure
0FABEDA8	2834148111	0FABEDA8	2834148111	float	fHazeFilterScale
1707E926	 652805911	1707E926	 652805911	float	fDOFNearLimit
11505E3E	1046368273	11505E3E	1046368273	UAV  	tRWTexture3
F2D17D02	  41800178	F2D17D02	  41800178	uint2	mousePos
6C39F3E7	3891476844	6C39F3E7	3891476844	UAV  	tSSLR_ResolveMapUAV
02FA818E	2390882818	02FA818E	2390882818	float	fRefractionFactor
234EAE7A	2058243619	234EAE7A	2058243619	texture	tSkyBlendCloudMap1
F234E627	 669398258	F234E627	 669398258	UAV  	rwFinalT
61098BA5	2777352545	61098BA5	2777352545	uint2	iViewOffset
46237712	 309797702	46237712	 309797702	float	near_coef
37D493B2	2996032567	37D493B2	2996032567	float3	fWaterCustomRefractionFactor//
823870F9	4184881282	823870F9	4184881282	float4	fWindLeaf1Tumble
C8C04026	 641777864	C8C04026	 641777864	cbuffer	CBMhMaterialVfxTornadoLocal__disclosure
A2C0054E	1308999842	A2C0054E	1308999842	float4	fPrimParamEx2
2D070031	 822085421	2D070031	 822085421	float2	fDistanceBetweenVertices
6C9523BA	3122894188	6C9523BA	3122894188	float3	fWorldPositionMin
BF1B5BE6	3864730559	BF1B5BE6	3864730559	uint 	iMaterialDebugView
EDCC76FF	4285975789	EDCC76FF	4285975789	texture	tVertexColorMap__disclosure
A9220E53	1393435305	A9220E53	1393435305	float4	fPaintColor__uiColor
B16356D2	3528876977	B16356D2	3528876977	float4	fSkyCloudMapFactor3
5EF74F7E	2119169886	5EF74F7E	2119169886	cbuffer	CBCAS
E8912C8E	2385285608	E8912C8E	2385285608	texture	tDecalMaskMap
D55D5EFA	4200488405	D55D5EFA	4200488405	bool 	bForwardFog
9186F48C	2364835473	9186F48C	2364835473	float3	fEmissiveRGBchFactor_uiColor//
C6DD4581	2168839622	C6DD4581	2168839622	texture	gSpeedTreeLocalWindIndexBufferPF
4790AB6F	1873514567	4790AB6F	1873514567	texture	singleMultiHeatMap
27D869A2	2724845607	27D869A2	2724845607	float	fBaseColorSaturation__uiUNorm//
BE4160A8	2824880574	BE4160A8	2824880574	float3	fFogHColor
266807A6	2785503270	266807A6	2785503270	texture	tEmissiveMap__disclosure
DF0AA20D	 228723423	DF0AA20D	 228723423	UAV  	gOcclusionCellIndexBuffer
DC62FA54	1425695452	DC62FA54	1425695452	texture	tRMTBlendMapG__disclosure
9D02583C	1012400797	9D02583C	1012400797	float4	fSkyCloudMapFactor1
21DC4B35	 894164001	21DC4B35	 894164001	float3	fDecalRange
5EC3916B	1804714846	5EC3916B	1804714846	float	fConditionsBlendAngleScale
4CA7102B	 722511692	4CA7102B	 722511692	uint4	iPrimParam0
6A9321B2	2988544874	6A9321B2	2988544874	float	fTestType
33C4B1F3	4088513587	33C4B1F3	4088513587	float4	fGUIEmissiveColor
8290588F	2404946050	8290588F	2404946050	float4	fSSLREffectReflectionParam
D365A373	1940088275	D365A373	1940088275	texture	tAlphaMap__disclosure
652FB4F2	4071894885	652FB4F2	4071894885	UAV  	tMipMapTarget0
38432A46	1177174840	38432A46	1177174840	cbuffer	CBMhMaterialDynamicSnow__disclosure
09B25393	2471735817	09B25393	2471735817	float4	fGUIAlphaMaskRect
1456650B	 191190548	1456650B	 191190548	float	fScaleRandomize
EF6035C1	3241500911	EF6035C1	3241500911	=    	0x3f99999a
F5D912C9	3373455861	F5D912C9	3373455861	sampler	SSCube__disclosure
2191CC58	1489801505	2191CC58	1489801505	sampler	SSAlbedoBlendMap__disclosure
07777322	 577992455	07777322	 577992455	float	fGlobalTransparency
2F229C06	 110895663	2F229C06	 110895663	texture	tFaceMayuMap__disclosure
966AC342	1120103062	966AC342	1120103062	UAV  	tTSAODepthMipMapTarget3
35454E64	1682851125	35454E64	1682851125	uint 	iTubeLightCount
004232DD	3711058432	004232DD	3711058432	texture	tVertexNormalMap__disclosure
A7FBA7EF	4020763559	A7FBA7EF	4020763559	float	fRefraction__uiSNorm
B581A025	 631275957	B581A025	 631275957	cbuffer	CBMhMaterialEM115Local__disclosure
55E66E53	1399776853	55E66E53	1399776853	cbuffer	CBMhMaterialIridescentBlendLocal__disclosure
F0AB9AEE	4003113968	F0AB9AEE	4003113968	uint 	gOcclusionVoxelInfoNum
5ECFC7BE	3200765790	5ECFC7BE	3200765790	uint 	gCollisionSpaceDivideY
60F0CF5B	1540354144	60F0CF5B	1540354144	float	fRefactionIndex
F457822C	 746739700	F457822C	 746739700	float3	fFlowDirDir__uiDirection
B042C79D	2647081648	B042C79D	2647081648	UAV  	rwFroxelVolumesMulti
FA221586	2249532154	FA221586	2249532154	float	fFakeLightRadius
B9A4ABC0	3232474297	B9A4ABC0	3232474297	uint 	iTriangleCount
67278478	2021926759	67278478	2021926759	cbuffer	CBGodRaysFilter
863D80A7	2810199430	863D80A7	2810199430	float	fDecalDistortion
D7855786	2253882839	D7855786	2253882839	float2	fSunlightReflectanceRange
C13AA985	2242460353	C13AA985	2242460353	float4	fDecalUVRange
892013C1	3239256201	892013C1	3239256201	float	fFogHSlopeBias
28115349	1230180648	28115349	1230180648	uint 	gActiveOcclusionAreaEdgeCellNum//
D36B4E5E	1582197715	D36B4E5E	1582197715	texture	srcFurVelocityBuffer
343B1B81	2166045492	343B1B81	2166045492	cbuffer	CBWaterDebug
C17B0339	 956529601	C17B0339	 956529601	bool 	bDriftIceMode
1577D2FD	4258428693	1577D2FD	4258428693	texture	tRMTBlendMapR__disclosure
055DC697	2546359557	055DC697	2546359557	float2	fReprojectionScale
AC6CAF90	2427415724	AC6CAF90	2427415724	float2	fAddColorUV__uiUNorm
0FB6E55D	1575335439	0FB6E55D	1575335439	float	fDecalBlendFactorIntensity
49DAC2DA	3670202953	49DAC2DA	3670202953	cbuffer	CBCapsuleAO
4612FB19	 435884614	4612FB19	 435884614	UAV  	tSSLR_TemporalMapUAV
AC6B75AF	2943708076	AC6B75AF	2943708076	float2	fMaskBlend_B__uiUNorm
5751B252	1387417943	5751B252	1387417943	float4	fGUIUVClamp
E9726E15	 359559913	E9726E15	 359559913	texture	tGBuffer1
3F5A6027	 660625983	3F5A6027	 660625983	texture	tCubeMap
5E774DF2	4065163102	5E774DF2	4065163102	float	fEmissiveBlendColorBlend__uiUNorm//
0BDD9856	1452858635	0BDD9856	1452858635	float3	fVignettingColor
BA801004	  68190394	BA801004	  68190394	float2	fDOFPixelSizeHigh
1BAD3051	1362144539	1BAD3051	1362144539	texture	tTransmittanceRecompute
871207CD	3439792775	871207CD	3439792775	}    	gSpeedTreeLocalWindBufferPF
71A0BFF9	4190085233	71A0BFF9	4190085233	cbuffer	CBGUIIcon
EBA4F1CF	3488720107	EBA4F1CF	3488720107	float3	fWaveScale__uiUNorm
5BF551A6	2790389083	5BF551A6	2790389083	texture	tDetailMapB__disclosure
0EB70852	1376302862	0EB70852	1376302862	cbuffer	CBMhMaterialSKM001Local__disclosure
B56EC1FC	4240535221	B56EC1FC	4240535221	UAV  	gRWUpdateBuffer
8947A6F6	4138092425	8947A6F6	4138092425	cbuffer	CBMhMaterialNPCFaceLocal__disclosure
A632E656	1457926822	A632E656	1457926822	float4	fPrimParam2
343CA983	2208906292	343CA983	2208906292	float4	fSnowBlendColor__uiColor
D4D9BAB4	3032144340	D4D9BAB4	3032144340	int  	iDecalBlendMode
C4F6C73D	1036515012	C4F6C73D	1036515012	float	fWaterCustomRefractionPow
506B17C1	3239537488	506B17C1	3239537488	uint 	iSrcOffset
6F5E3A6E	1849319023	6F5E3A6E	1849319023	texture	lightProbesTetraVertices
6E4368DD	3714597742	6E4368DD	3714597742	float	fShouldStr
44308911	 294203460	44308911	 294203460	uint 	iWindowType
07D33283	2201146119	07D33283	2201146119	float4	fGUINoiseAndFadeParam
9C6CA6A0	2695261340	9C6CA6A0	2695261340	=    	0x3727c5ac
53E68EC2	3264144979	53E68EC2	3264144979	texture	tFogTable
81C1A82E	 782811521	81C1A82E	 782811521	float3	fWorldScale
C52C1E52	1377709253	C52C1E52	1377709253	float4	fSnowUVTransformA
9C540236	 906122396	9C540236	 906122396	float	fPrimGammaCorrect
53E69A4A	1251665491	53E69A4A	1251665491	float	fHorizonBias
A167565A	1515612065	A167565A	1515612065	float4	fNikuMode__uiUNorm
BA0BCDAC	2899119034	BA0BCDAC	2899119034	UAV  	tTSAODepthMipMapTarget1
56C4F911	 301581398	56C4F911	 301581398	UAV  	rwTileSP_Multi_nc__uavcounter
5D6D39A6	2788781405	5D6D39A6	2788781405	float3	fSnowDir__uiDirection
F6394815	 357054966	F6394815	 357054966	UAV  	rwTileS_Multi_nc__uavcounter
4545DABE	3201975621	4545DABE	3201975621	float2	fSkyCloudSpeed1
2C7DDEEF	4024335660	2C7DDEEF	4024335660	UAV  	tColorDst
FDA9F0A5	2784012797	FDA9F0A5	2784012797	texture	tHistoryMap
494EBA1C	 481971785	494EBA1C	 481971785	UAV  	tMipMapTarget2
67B100E3	3808473447	67B100E3	3808473447	float	fWhiteWater
95DEE47A	2061819541	95DEE47A	2061819541	uint4	iInputLayoutOffset0
61783CCC	3426515041	61783CCC	3426515041	float3	fDecalTangent
889F1FDB	3676282760	889F1FDB	3676282760	texture	tSkyBlendAlphaMap
1A74192A	 706311194	1A74192A	 706311194	}    	InAOGeometryParam
DBE84594	2487609563	DBE84594	2487609563	float	fVAnimPosScale
E8270128	 671164392	E8270128	 671164392	cbuffer	CBVR_Debug
D269FC4A	1258056146	D269FC4A	1258056146	texture	tEmissiveMapG__disclosure
6BA68662	1652991595	6BA68662	1652991595	uint 	iTriangleNum
596DC72A	 717712729	596DC72A	 717712729	float	fWhitecapHeightWPosUnder
124DD41B	 466898194	124DD41B	 466898194	float	fFogCurveIntensity
87A9B53C	1018538375	87A9B53C	1018538375	float	fElapsedTimeSec
DBDDFF53	1409277403	DBDDFF53	1409277403	int  	iRadialFilterAlpha
CD71EEF4	4109267405	CD71EEF4	4109267405	float	fEmissiveGradationPow
32DAE717	 401070642	32DAE717	 401070642	cbuffer	CBPrimCopyState
0A13D0D8	3637515018	0A13D0D8	3637515018	UAV  	rwOuput
D460C448	1220829396	D460C448	1220829396	UAV  	gPlantOnSurfaceMatrixBufferPF
3D8D8504	  75861309	3D8D8504	  75861309	cbuffer	CBMhMaterialEM063Local__disclosure
D29FAC8C	2360123346	D29FAC8C	2360123346	float	fS1
E158DEDB	3688782049	E158DEDB	3688782049	float4	fOffset1
E34E6C07	 124538595	E34E6C07	 124538595	float3	fCoating_B__uiColor
AE0EB231	 833752750	AE0EB231	 833752750	texture	ComponentReSrc_Comp0
36A834B0	2956240950	36A834B0	2956240950	sampler	SSSplash__disclosure
BC9E167C	2081857212	BC9E167C	2081857212	float	fFlowSpeedSecondary
3EA5A2A9	2846008638	3EA5A2A9	2846008638	cbuffer	CBToneMappingSdrSim
1DFB5ECB	3411999517	1DFB5ECB	3411999517	cbuffer	CBMhMaterialStdBlendNoFurLocal__disclosure
F01C0C51	1359748336	F01C0C51	1359748336	float	fIceMaxSlant
F9EF94FE	4271173625	F9EF94FE	4271173625	float	fAcceptThresholdCoef
241C113F	1058085924	241C113F	1058085924	UAV  	ouputBufferSH3RGB
8D0BF84A	1257769869	8D0BF84A	1257769869	float	fLinearStr
31656406	 107242801	31656406	 107242801	sampler	SSWater
8E484DAF	2941077646	8E484DAF	2941077646	bool 	bUseBlendDisplace
1B8F87DA	3666317083	1B8F87DA	3666317083	struct	Cuboid
E1A09DFC	4238188769	E1A09DFC	4238188769	float	fSkyFogBlend
FB9ECF75	1976540923	FB9ECF75	1976540923	uint2	iErrorUnitAddress
87F94DFD	4249745799	87F94DFD	4249745799	float3	fFakeLight__uiDirection
